lider,Agent_ID,nivel,Date,dias_semana,meta,trabalha
19,10,3,2077-01-09,Sábado,3.5999999999999996,True
19,10,3,2077-01-12,Terça-feira,0.0,False
19,10,3,2077-01-13,Quarta-feira,3.5999999999999996,True
19,10,3,2077-01-14,Quinta-Feira,3.5999999999999996,True
19,10,3,2077-01-15,Sexta-feira,3.5999999999999996,True
19,10,3,2077-01-16,Sábado,3.5999999999999996,True
19,10,3,2077-01-19,Terça-feira,0.0,False
19,10,3,2077-01-20,Quarta-feira,3.5999999999999996,True
19,10,3,2077-01-21,Quinta-Feira,3.5999999999999996,True
19,10,3,2077-01-22,Sexta-feira,3.5999999999999996,True
19,10,3,2077-01-23,Sábado,3.5999999999999996,True
19,10,3,2077-01-26,Terça-feira,0.0,False
19,10,3,2077-01-27,Quarta-feira,3.5999999999999996,True
19,10,3,2077-01-28,Quinta-Feira,3.5999999999999996,True
19,10,3,2077-01-29,Sexta-feira,3.5999999999999996,True
19,10,3,2077-01-30,Sábado,3.5999999999999996,True
23,11,5,2077-01-03,Domingo,0.0,False
23,11,5,2077-01-04,Segunda-feira,5.2,True
23,11,5,2077-01-05,Terça-feira,5.2,True
23,11,5,2077-01-06,Quarta-feira,5.2,True
23,11,5,2077-01-07,Quinta-Feira,5.2,True
23,11,5,2077-01-10,Domingo,0.0,False
23,11,5,2077-01-11,Segunda-feira,5.2,True
23,11,5,2077-01-12,Terça-feira,5.2,True
23,11,5,2077-01-13,Quarta-feira,5.2,True
23,11,5,2077-01-14,Quinta-Feira,5.2,True
23,11,5,2077-01-17,Domingo,0.0,False
23,11,5,2077-01-18,Segunda-feira,5.2,True
23,11,5,2077-01-19,Terça-feira,5.2,True
23,11,5,2077-01-20,Quarta-feira,5.2,True
23,11,5,2077-01-21,Quinta-Feira,5.2,True
23,11,5,2077-01-25,Segunda-feira,5.2,True
23,11,5,2077-01-26,Terça-feira,5.2,True
23,11,5,2077-01-27,Quarta-feira,5.2,True
23,11,5,2077-01-28,Quinta-Feira,5.2,True
23,11,5,2077-01-31,Domingo,0.0,False
11,12,4,2077-01-02,Sábado,0.0,False
11,12,4,2077-01-03,Domingo,4.625,True
11,12,4,2077-01-04,Segunda-feira,4.625,True
11,12,4,2077-01-06,Quarta-feira,0.0,False
11,12,4,2077-01-07,Quinta-Feira,4.625,True
11,12,4,2077-01-09,Sábado,0.0,False
11,12,4,2077-01-10,Domingo,4.625,True
11,12,4,2077-01-11,Segunda-feira,4.625,True
11,12,4,2077-01-13,Quarta-feira,0.0,False
11,12,4,2077-01-14,Quinta-Feira,4.625,True
11,12,4,2077-01-16,Sábado,0.0,False
11,12,4,2077-01-17,Domingo,4.625,True
11,12,4,2077-01-18,Segunda-feira,4.625,True
11,12,4,2077-01-20,Quarta-feira,0.0,False
11,12,4,2077-01-21,Quinta-Feira,4.625,True
11,12,4,2077-01-23,Sábado,0.0,False
11,12,4,2077-01-25,Segunda-feira,4.625,True
11,12,4,2077-01-27,Quarta-feira,0.0,False
11,12,4,2077-01-28,Quinta-Feira,4.625,True
11,12,4,2077-01-30,Sábado,0.0,False
11,12,4,2077-01-31,Domingo,4.625,True
11,13,2,2077-01-02,Sábado,0.0,False
11,13,2,2077-01-03,Domingo,4.07,True
11,13,2,2077-01-04,Segunda-feira,4.07,True
11,13,2,2077-01-06,Quarta-feira,0.0,False
11,13,2,2077-01-07,Quinta-Feira,4.07,True
11,13,2,2077-01-09,Sábado,0.0,False
11,13,2,2077-01-10,Domingo,4.07,True
11,13,2,2077-01-11,Segunda-feira,4.07,True
11,13,2,2077-01-13,Quarta-feira,0.0,False
11,13,2,2077-01-14,Quinta-Feira,4.07,True
11,13,2,2077-01-16,Sábado,0.0,False
11,13,2,2077-01-17,Domingo,4.07,True
11,13,2,2077-01-18,Segunda-feira,4.07,True
11,13,2,2077-01-20,Quarta-feira,0.0,False
11,13,2,2077-01-21,Quinta-Feira,4.07,True
11,13,2,2077-01-23,Sábado,0.0,False
11,13,2,2077-01-25,Segunda-feira,4.07,True
11,13,2,2077-01-27,Quarta-feira,0.0,False
11,13,2,2077-01-28,Quinta-Feira,4.07,True
11,13,2,2077-01-30,Sábado,0.0,False
11,13,2,2077-01-31,Domingo,4.07,True
24,14,2,2077-01-01,Sexta-feira,4.4,True
24,14,2,2077-01-03,Domingo,0.0,False
24,14,2,2077-01-04,Segunda-feira,4.4,True
24,14,2,2077-01-05,Terça-feira,4.4,True
24,14,2,2077-01-07,Quinta-Feira,0.0,False
24,14,2,2077-01-08,Sexta-feira,4.4,True
24,14,2,2077-01-10,Domingo,0.0,False
24,14,2,2077-01-11,Segunda-feira,4.4,True
24,14,2,2077-01-12,Terça-feira,4.4,True
24,14,2,2077-01-14,Quinta-Feira,0.0,False
24,14,2,2077-01-15,Sexta-feira,4.4,True
24,14,2,2077-01-17,Domingo,0.0,False
24,14,2,2077-01-18,Segunda-feira,4.4,True
24,14,2,2077-01-19,Terça-feira,4.4,True
24,14,2,2077-01-21,Quinta-Feira,0.0,False
24,14,2,2077-01-22,Sexta-feira,4.4,True
24,14,2,2077-01-25,Segunda-feira,4.4,True
24,14,2,2077-01-26,Terça-feira,4.4,True
24,14,2,2077-01-28,Quinta-Feira,0.0,False
24,14,2,2077-01-29,Sexta-feira,4.4,True
24,14,2,2077-01-31,Domingo,0.0,False
53,15,1,2077-01-02,Sábado,0.0,False
53,15,1,2077-01-03,Domingo,3.0,True
53,15,1,2077-01-04,Segunda-feira,3.0,True
53,15,1,2077-01-05,Terça-feira,3.0,True
53,15,1,2077-01-06,Quarta-feira,3.0,True
53,15,1,2077-01-09,Sábado,0.0,False
53,15,1,2077-01-10,Domingo,3.0,True
53,15,1,2077-01-11,Segunda-feira,3.0,True
53,15,1,2077-01-12,Terça-feira,3.0,True
53,15,1,2077-01-13,Quarta-feira,3.0,True
53,15,1,2077-01-16,Sábado,0.0,False
53,15,1,2077-01-17,Domingo,3.0,True
53,15,1,2077-01-18,Segunda-feira,3.0,True
53,15,1,2077-01-19,Terça-feira,3.0,True
53,15,1,2077-01-20,Quarta-feira,3.0,True
53,15,1,2077-01-23,Sábado,0.0,False
53,15,1,2077-01-25,Segunda-feira,3.0,True
53,15,1,2077-01-26,Terça-feira,3.0,True
53,15,1,2077-01-27,Quarta-feira,3.0,True
53,15,1,2077-01-30,Sábado,0.0,False
53,15,1,2077-01-31,Domingo,3.0,True
36,16,5,2077-01-01,Sexta-feira,0.0,False
36,16,5,2077-01-02,Sábado,5.2,True
36,16,5,2077-01-03,Domingo,5.2,True
36,16,5,2077-01-04,Segunda-feira,5.2,True
36,16,5,2077-01-05,Terça-feira,5.2,True
36,16,5,2077-01-08,Sexta-feira,0.0,False
36,16,5,2077-01-09,Sábado,5.2,True
36,16,5,2077-01-10,Domingo,5.2,True
36,16,5,2077-01-11,Segunda-feira,5.2,True
36,16,5,2077-01-12,Terça-feira,5.2,True
36,16,5,2077-01-15,Sexta-feira,0.0,False
36,16,5,2077-01-16,Sábado,5.2,True
36,16,5,2077-01-17,Domingo,5.2,True
36,16,5,2077-01-18,Segunda-feira,5.2,True
36,16,5,2077-01-19,Terça-feira,5.2,True
36,16,5,2077-01-22,Sexta-feira,0.0,False
36,16,5,2077-01-23,Sábado,5.2,True
36,16,5,2077-01-25,Segunda-feira,5.2,True
36,16,5,2077-01-26,Terça-feira,5.2,True
36,16,5,2077-01-29,Sexta-feira,0.0,False
36,16,5,2077-01-30,Sábado,5.2,True
36,16,5,2077-01-31,Domingo,5.2,True
40,17,4,2077-01-01,Sexta-feira,3.75,True
40,17,4,2077-01-03,Domingo,0.0,False
40,17,4,2077-01-05,Terça-feira,0.0,False
40,17,4,2077-01-06,Quarta-feira,3.75,True
40,17,4,2077-01-07,Quinta-Feira,3.75,True
40,17,4,2077-01-08,Sexta-feira,3.75,True
40,17,4,2077-01-10,Domingo,0.0,False
40,17,4,2077-01-12,Terça-feira,0.0,False
40,17,4,2077-01-13,Quarta-feira,3.75,True
40,17,4,2077-01-14,Quinta-Feira,3.75,True
40,17,4,2077-01-15,Sexta-feira,3.75,True
40,17,4,2077-01-17,Domingo,0.0,False
40,17,4,2077-01-19,Terça-feira,0.0,False
40,17,4,2077-01-20,Quarta-feira,3.75,True
40,17,4,2077-01-21,Quinta-Feira,3.75,True
40,17,4,2077-01-22,Sexta-feira,3.75,True
40,17,4,2077-01-26,Terça-feira,0.0,False
40,17,4,2077-01-27,Quarta-feira,3.75,True
40,17,4,2077-01-28,Quinta-Feira,3.75,True
40,17,4,2077-01-29,Sexta-feira,3.75,True
40,17,4,2077-01-31,Domingo,0.0,False
24,18,2,2077-01-02,Sábado,0.0,False
24,18,2,2077-01-03,Domingo,4.07,True
24,18,2,2077-01-05,Terça-feira,0.0,False
24,18,2,2077-01-06,Quarta-feira,4.07,True
24,18,2,2077-01-07,Quinta-Feira,4.07,True
24,18,2,2077-01-09,Sábado,0.0,False
24,18,2,2077-01-10,Domingo,4.07,True
24,18,2,2077-01-12,Terça-feira,0.0,False
24,18,2,2077-01-13,Quarta-feira,4.07,True
24,18,2,2077-01-14,Quinta-Feira,4.07,True
24,18,2,2077-01-16,Sábado,0.0,False
24,18,2,2077-01-17,Domingo,4.07,True
24,18,2,2077-01-19,Terça-feira,0.0,False
24,18,2,2077-01-20,Quarta-feira,4.07,True
24,18,2,2077-01-21,Quinta-Feira,4.07,True
24,18,2,2077-01-23,Sábado,0.0,False
24,18,2,2077-01-26,Terça-feira,0.0,False
24,18,2,2077-01-27,Quarta-feira,4.07,True
24,18,2,2077-01-28,Quinta-Feira,4.07,True
24,18,2,2077-01-30,Sábado,0.0,False
24,18,2,2077-01-31,Domingo,4.07,True
3,19,5,2077-01-01,Sexta-feira,0.0,False
3,19,5,2077-01-02,Sábado,3.9000000000000004,True
3,19,5,2077-01-03,Domingo,3.9000000000000004,True
3,19,5,2077-01-05,Terça-feira,0.0,False
3,19,5,2077-01-06,Quarta-feira,3.9000000000000004,True
3,19,5,2077-01-08,Sexta-feira,0.0,False
3,19,5,2077-01-09,Sábado,3.9000000000000004,True
3,19,5,2077-01-10,Domingo,3.9000000000000004,True
3,19,5,2077-01-12,Terça-feira,0.0,False
3,19,5,2077-01-13,Quarta-feira,3.9000000000000004,True
3,19,5,2077-01-15,Sexta-feira,0.0,False
3,19,5,2077-01-16,Sábado,3.9000000000000004,True
3,19,5,2077-01-17,Domingo,3.9000000000000004,True
3,19,5,2077-01-19,Terça-feira,0.0,False
3,19,5,2077-01-20,Quarta-feira,3.9000000000000004,True
3,19,5,2077-01-22,Sexta-feira,0.0,False
3,19,5,2077-01-23,Sábado,3.9000000000000004,True
3,19,5,2077-01-26,Terça-feira,0.0,False
3,19,5,2077-01-27,Quarta-feira,3.9000000000000004,True
3,19,5,2077-01-29,Sexta-feira,0.0,False
3,19,5,2077-01-30,Sábado,3.9000000000000004,True
3,19,5,2077-01-31,Domingo,3.9000000000000004,True
22,20,1,2077-01-01,Sexta-feira,4.0,True
22,20,1,2077-01-03,Domingo,0.0,False
22,20,1,2077-01-04,Segunda-feira,4.0,True
22,20,1,2077-01-05,Terça-feira,4.0,True
22,20,1,2077-01-07,Quinta-Feira,0.0,False
22,20,1,2077-01-08,Sexta-feira,4.0,True
22,20,1,2077-01-10,Domingo,0.0,False
22,20,1,2077-01-11,Segunda-feira,4.0,True
22,20,1,2077-01-12,Terça-feira,4.0,True
22,20,1,2077-01-14,Quinta-Feira,0.0,False
22,20,1,2077-01-15,Sexta-feira,4.0,True
22,20,1,2077-01-17,Domingo,0.0,False
22,20,1,2077-01-18,Segunda-feira,4.0,True
22,20,1,2077-01-19,Terça-feira,4.0,True
22,20,1,2077-01-21,Quinta-Feira,0.0,False
22,20,1,2077-01-22,Sexta-feira,4.0,True
22,20,1,2077-01-25,Segunda-feira,4.0,True
22,20,1,2077-01-26,Terça-feira,4.0,True
22,20,1,2077-01-28,Quinta-Feira,0.0,False
22,20,1,2077-01-29,Sexta-feira,4.0,True
22,20,1,2077-01-31,Domingo,0.0,False
53,21,3,2077-01-01,Sexta-feira,0.0,False
53,21,3,2077-01-02,Sábado,4.44,True
53,21,3,2077-01-03,Domingo,4.44,True
53,21,3,2077-01-04,Segunda-feira,4.44,True
53,21,3,2077-01-05,Terça-feira,4.44,True
53,21,3,2077-01-08,Sexta-feira,0.0,False
53,21,3,2077-01-09,Sábado,4.44,True
53,21,3,2077-01-10,Domingo,4.44,True
53,21,3,2077-01-11,Segunda-feira,4.44,True
53,21,3,2077-01-12,Terça-feira,4.44,True
53,21,3,2077-01-15,Sexta-feira,0.0,False
53,21,3,2077-01-16,Sábado,4.44,True
53,21,3,2077-01-17,Domingo,4.44,True
53,21,3,2077-01-18,Segunda-feira,4.44,True
53,21,3,2077-01-19,Terça-feira,4.44,True
53,21,3,2077-01-22,Sexta-feira,0.0,False
53,21,3,2077-01-23,Sábado,4.44,True
53,21,3,2077-01-25,Segunda-feira,4.44,True
53,21,3,2077-01-26,Terça-feira,4.44,True
53,21,3,2077-01-29,Sexta-feira,0.0,False
53,21,3,2077-01-30,Sábado,4.44,True
53,21,3,2077-01-31,Domingo,4.44,True
2,22,5,2077-01-01,Sexta-feira,5.2,True
2,22,5,2077-01-02,Sábado,5.2,True
2,22,5,2077-01-04,Segunda-feira,0.0,False
2,22,5,2077-01-06,Quarta-feira,0.0,False
2,22,5,2077-01-07,Quinta-Feira,5.2,True
2,22,5,2077-01-08,Sexta-feira,5.2,True
2,22,5,2077-01-09,Sábado,5.2,True
2,22,5,2077-01-11,Segunda-feira,0.0,False
2,22,5,2077-01-13,Quarta-feira,0.0,False
2,22,5,2077-01-14,Quinta-Feira,5.2,True
2,22,5,2077-01-15,Sexta-feira,5.2,True
2,22,5,2077-01-16,Sábado,5.2,True
2,22,5,2077-01-18,Segunda-feira,0.0,False
2,22,5,2077-01-20,Quarta-feira,0.0,False
2,22,5,2077-01-21,Quinta-Feira,5.2,True
2,22,5,2077-01-22,Sexta-feira,5.2,True
2,22,5,2077-01-23,Sábado,5.2,True
2,22,5,2077-01-25,Segunda-feira,0.0,False
2,22,5,2077-01-27,Quarta-feira,0.0,False
2,22,5,2077-01-28,Quinta-Feira,5.2,True
2,22,5,2077-01-29,Sexta-feira,5.2,True
2,22,5,2077-01-30,Sábado,5.2,True
24,23,5,2077-01-02,Sábado,0.0,False
24,23,5,2077-01-03,Domingo,5.2,True
24,23,5,2077-01-04,Segunda-feira,5.2,True
24,23,5,2077-01-05,Terça-feira,5.2,True
24,23,5,2077-01-07,Quinta-Feira,0.0,False
24,23,5,2077-01-09,Sábado,0.0,False
24,23,5,2077-01-10,Domingo,5.2,True
24,23,5,2077-01-11,Segunda-feira,5.2,True
24,23,5,2077-01-12,Terça-feira,5.2,True
24,23,5,2077-01-14,Quinta-Feira,0.0,False
24,23,5,2077-01-16,Sábado,0.0,False
24,23,5,2077-01-17,Domingo,5.2,True
24,23,5,2077-01-18,Segunda-feira,5.2,True
24,23,5,2077-01-19,Terça-feira,5.2,True
24,23,5,2077-01-21,Quinta-Feira,0.0,False
24,23,5,2077-01-23,Sábado,0.0,False
24,23,5,2077-01-25,Segunda-feira,5.2,True
24,23,5,2077-01-26,Terça-feira,5.2,True
24,23,5,2077-01-28,Quinta-Feira,0.0,False
24,23,5,2077-01-30,Sábado,0.0,False
24,23,5,2077-01-31,Domingo,5.2,True
44,24,3,2077-01-03,Domingo,0.0,False
44,24,3,2077-01-04,Segunda-feira,3.5999999999999996,True
44,24,3,2077-01-05,Terça-feira,3.5999999999999996,True
44,24,3,2077-01-06,Quarta-feira,3.5999999999999996,True
44,24,3,2077-01-07,Quinta-Feira,3.5999999999999996,True
44,24,3,2077-01-10,Domingo,0.0,False
44,24,3,2077-01-11,Segunda-feira,3.5999999999999996,True
44,24,3,2077-01-12,Terça-feira,3.5999999999999996,True
44,24,3,2077-01-13,Quarta-feira,3.5999999999999996,True
44,24,3,2077-01-14,Quinta-Feira,3.5999999999999996,True
44,24,3,2077-01-17,Domingo,0.0,False
44,24,3,2077-01-18,Segunda-feira,3.5999999999999996,True
44,24,3,2077-01-19,Terça-feira,3.5999999999999996,True
44,24,3,2077-01-20,Quarta-feira,3.5999999999999996,True
44,24,3,2077-01-21,Quinta-Feira,3.5999999999999996,True
44,24,3,2077-01-25,Segunda-feira,3.5999999999999996,True
44,24,3,2077-01-26,Terça-feira,3.5999999999999996,True
44,24,3,2077-01-27,Quarta-feira,3.5999999999999996,True
44,24,3,2077-01-28,Quinta-Feira,3.5999999999999996,True
44,24,3,2077-01-31,Domingo,0.0,False
30,25,5,2077-01-02,Sábado,0.0,False
30,25,5,2077-01-03,Domingo,5.2,True
30,25,5,2077-01-04,Segunda-feira,5.2,True
30,25,5,2077-01-05,Terça-feira,5.2,True
30,25,5,2077-01-06,Quarta-feira,5.2,True
30,25,5,2077-01-09,Sábado,0.0,False
30,25,5,2077-01-10,Domingo,5.2,True
30,25,5,2077-01-11,Segunda-feira,5.2,True
30,25,5,2077-01-12,Terça-feira,5.2,True
30,25,5,2077-01-13,Quarta-feira,5.2,True
30,25,5,2077-01-16,Sábado,0.0,False
30,25,5,2077-01-17,Domingo,5.2,True
