lider,Agent_ID,nivel,Date,dias_semana,meta,trabalha,count_leads,count_sales,%_meta_ancancada
15,4,5,2077-01-09,Sábado,5.2,True,20.0,4.0,0.7692307692307692
15,4,5,2077-01-10,Domingo,5.2,True,0.0,0.0,0.0
15,4,5,2077-01-11,Segunda-feira,0.0,False,19.0,0.0,
15,4,5,2077-01-12,Terça-feira,5.2,True,0.0,0.0,0.0
15,4,5,2077-01-13,Quarta-feira,0.0,False,24.0,0.0,
15,4,5,2077-01-14,Quinta-feira,5.2,True,30.0,6.0,1.1538461538461537
15,4,5,2077-01-15,Sexta-feira,5.2,True,23.0,4.0,0.7692307692307692
15,4,5,2077-01-16,Sábado,5.2,True,23.0,4.0,0.7692307692307692
15,4,5,2077-01-17,Domingo,5.2,True,0.0,0.0,0.0
15,4,5,2077-01-18,Segunda-feira,0.0,False,14.0,0.0,
15,4,5,2077-01-19,Terça-feira,5.2,True,0.0,0.0,0.0
15,4,5,2077-01-20,Quarta-feira,0.0,False,22.0,0.0,
15,4,5,2077-01-21,Quinta-feira,5.2,True,32.0,7.0,1.346153846153846
15,4,5,2077-01-22,Sexta-feira,5.2,True,21.0,4.0,0.7692307692307692
15,4,5,2077-01-23,Sábado,5.2,True,23.0,5.0,0.9615384615384615
15,4,5,2077-01-24,Domingo,0.0,False,0.0,0.0,
15,4,5,2077-01-25,Segunda-feira,0.0,False,17.0,0.0,
15,4,5,2077-01-26,Terça-feira,5.2,True,0.0,0.0,0.0
15,4,5,2077-01-27,Quarta-feira,0.0,False,25.0,0.0,
15,4,5,2077-01-28,Quinta-feira,5.2,True,25.0,5.0,0.9615384615384615
15,4,5,2077-01-29,Sexta-feira,5.2,True,18.0,3.0,0.5769230769230769
15,4,5,2077-01-30,Sábado,5.2,True,28.0,6.0,1.1538461538461537
15,4,5,2077-01-31,Domingo,5.2,True,0.0,0.0,0.0
43,5,1,2077-01-01,Sexta-feira,0.0,False,0.0,0.0,
43,5,1,2077-01-02,Sábado,0.0,False,31.0,0.0,
43,5,1,2077-01-03,Domingo,4.0,True,18.0,3.0,0.75
43,5,1,2077-01-04,Segunda-feira,4.0,True,20.0,4.0,1.0
43,5,1,2077-01-05,Terça-feira,4.0,True,22.0,4.0,1.0
43,5,1,2077-01-06,Quarta-feira,4.0,True,20.0,4.0,1.0
43,5,1,2077-01-07,Quinta-feira,4.0,True,0.0,0.0,0.0
43,5,1,2077-01-08,Sexta-feira,0.0,False,0.0,0.0,
43,5,1,2077-01-09,Sábado,0.0,False,18.0,0.0,
43,5,1,2077-01-10,Domingo,4.0,True,24.0,5.0,1.25
43,5,1,2077-01-11,Segunda-feira,4.0,True,18.0,3.0,0.75
43,5,1,2077-01-12,Terça-feira,4.0,True,28.0,6.0,1.5
43,5,1,2077-01-13,Quarta-feira,4.0,True,19.0,3.0,0.75
43,5,1,2077-01-14,Quinta-feira,4.0,True,0.0,0.0,0.0
43,5,1,2077-01-15,Sexta-feira,0.0,False,0.0,0.0,
43,5,1,2077-01-16,Sábado,0.0,False,17.0,0.0,
43,5,1,2077-01-17,Domingo,4.0,True,23.0,4.0,1.0
43,5,1,2077-01-18,Segunda-feira,4.0,True,27.0,6.0,1.5
43,5,1,2077-01-19,Terça-feira,4.0,True,16.0,3.0,0.75
43,5,1,2077-01-20,Quarta-feira,4.0,True,23.0,4.0,1.0
43,5,1,2077-01-21,Quinta-feira,4.0,True,0.0,0.0,0.0
43,5,1,2077-01-22,Sexta-feira,0.0,False,0.0,0.0,
43,5,1,2077-01-23,Sábado,0.0,False,17.0,0.0,
43,5,1,2077-01-24,Domingo,0.0,False,0.0,0.0,
43,5,1,2077-01-25,Segunda-feira,4.0,True,24.0,5.0,1.25
43,5,1,2077-01-26,Terça-feira,4.0,True,23.0,4.0,1.0
43,5,1,2077-01-27,Quarta-feira,4.0,True,23.0,4.0,1.0
43,5,1,2077-01-28,Quinta-feira,4.0,True,0.0,0.0,0.0
43,5,1,2077-01-29,Sexta-feira,0.0,False,0.0,0.0,
43,5,1,2077-01-30,Sábado,0.0,False,23.0,0.0,
43,5,1,2077-01-31,Domingo,4.0,True,23.0,4.0,1.0
8,6,1,2077-01-01,Sexta-feira,3.7,True,0.0,0.0,0.0
8,6,1,2077-01-02,Sábado,0.0,False,0.0,0.0,
8,6,1,2077-01-03,Domingo,0.0,False,24.0,0.0,
8,6,1,2077-01-04,Segunda-feira,3.7,True,17.0,3.0,0.8108108108108107
8,6,1,2077-01-05,Terça-feira,3.7,True,25.0,5.0,1.3513513513513513
8,6,1,2077-01-06,Quarta-feira,3.7,True,18.0,3.0,0.8108108108108107
8,6,1,2077-01-07,Quinta-feira,3.7,True,25.0,5.0,1.3513513513513513
8,6,1,2077-01-08,Sexta-feira,3.7,True,0.0,0.0,0.0
8,6,1,2077-01-09,Sábado,0.0,False,0.0,0.0,
8,6,1,2077-01-10,Domingo,0.0,False,26.0,0.0,
8,6,1,2077-01-11,Segunda-feira,3.7,True,24.0,5.0,1.3513513513513513
8,6,1,2077-01-12,Terça-feira,3.7,True,25.0,5.0,1.3513513513513513
8,6,1,2077-01-13,Quarta-feira,3.7,True,30.0,6.0,1.6216216216216215
8,6,1,2077-01-14,Quinta-feira,3.7,True,21.0,4.0,1.081081081081081
8,6,1,2077-01-15,Sexta-feira,3.7,True,0.0,0.0,0.0
8,6,1,2077-01-16,Sábado,0.0,False,0.0,0.0,
8,6,1,2077-01-17,Domingo,0.0,False,19.0,0.0,
8,6,1,2077-01-18,Segunda-feira,3.7,True,22.0,4.0,1.081081081081081
8,6,1,2077-01-19,Terça-feira,3.7,True,23.0,5.0,1.3513513513513513
8,6,1,2077-01-20,Quarta-feira,3.7,True,23.0,4.0,1.081081081081081
8,6,1,2077-01-21,Quinta-feira,3.7,True,25.0,5.0,1.3513513513513513
8,6,1,2077-01-22,Sexta-feira,3.7,True,0.0,0.0,0.0
8,6,1,2077-01-23,Sábado,0.0,False,0.0,0.0,
8,6,1,2077-01-24,Domingo,0.0,False,0.0,0.0,
8,6,1,2077-01-25,Segunda-feira,3.7,True,33.0,7.0,1.8918918918918919
8,6,1,2077-01-26,Terça-feira,3.7,True,25.0,5.0,1.3513513513513513
8,6,1,2077-01-27,Quarta-feira,3.7,True,19.0,3.0,0.8108108108108107
8,6,1,2077-01-28,Quinta-feira,3.7,True,18.0,3.0,0.8108108108108107
8,6,1,2077-01-29,Sexta-feira,3.7,True,0.0,0.0,0.0
8,6,1,2077-01-30,Sábado,0.0,False,0.0,0.0,
8,6,1,2077-01-31,Domingo,0.0,False,25.0,0.0,
21,7,4,2077-01-01,Sexta-feira,5.0,True,0.0,0.0,0.0
21,7,4,2077-01-02,Sábado,0.0,False,22.0,0.0,
21,7,4,2077-01-03,Domingo,5.0,True,19.0,3.0,0.6
21,7,4,2077-01-04,Segunda-feira,5.0,True,16.0,3.0,0.6
21,7,4,2077-01-05,Terça-feira,5.0,True,20.0,4.0,0.8
21,7,4,2077-01-06,Quarta-feira,5.0,True,0.0,0.0,0.0
21,7,4,2077-01-07,Quinta-feira,0.0,False,23.0,0.0,
21,7,4,2077-01-08,Sexta-feira,5.0,True,0.0,0.0,0.0
21,7,4,2077-01-09,Sábado,0.0,False,23.0,0.0,
21,7,4,2077-01-10,Domingo,5.0,True,24.0,5.0,1.0
21,7,4,2077-01-11,Segunda-feira,5.0,True,18.0,3.0,0.6
21,7,4,2077-01-12,Terça-feira,5.0,True,23.0,4.0,0.8
21,7,4,2077-01-13,Quarta-feira,5.0,True,0.0,0.0,0.0
21,7,4,2077-01-14,Quinta-feira,0.0,False,17.0,0.0,
21,7,4,2077-01-15,Sexta-feira,5.0,True,0.0,0.0,0.0
21,7,4,2077-01-16,Sábado,0.0,False,24.0,0.0,
21,7,4,2077-01-17,Domingo,5.0,True,26.0,5.0,1.0
21,7,4,2077-01-18,Segunda-feira,5.0,True,26.0,5.0,1.0
21,7,4,2077-01-19,Terça-feira,5.0,True,16.0,3.0,0.6
21,7,4,2077-01-20,Quarta-feira,5.0,True,0.0,0.0,0.0
21,7,4,2077-01-21,Quinta-feira,0.0,False,24.0,0.0,
21,7,4,2077-01-22,Sexta-feira,5.0,True,0.0,0.0,0.0
21,7,4,2077-01-23,Sábado,0.0,False,24.0,0.0,
21,7,4,2077-01-24,Domingo,0.0,False,0.0,0.0,
21,7,4,2077-01-25,Segunda-feira,5.0,True,24.0,5.0,1.0
21,7,4,2077-01-26,Terça-feira,5.0,True,27.0,5.0,1.0
21,7,4,2077-01-27,Quarta-feira,5.0,True,0.0,0.0,0.0
21,7,4,2077-01-28,Quinta-feira,0.0,False,25.0,0.0,
21,7,4,2077-01-29,Sexta-feira,5.0,True,0.0,0.0,0.0
21,7,4,2077-01-30,Sábado,0.0,False,25.0,0.0,
21,7,4,2077-01-31,Domingo,5.0,True,19.0,3.0,0.6
39,8,4,2077-01-01,Sexta-feira,0.0,False,21.0,0.0,
39,8,4,2077-01-02,Sábado,4.625,True,0.0,0.0,0.0
39,8,4,2077-01-03,Domingo,0.0,False,22.0,0.0,
39,8,4,2077-01-04,Segunda-feira,4.625,True,31.0,7.0,1.5135135135135136
39,8,4,2077-01-05,Terça-feira,4.625,True,15.0,2.0,0.43243243243243246
39,8,4,2077-01-06,Quarta-feira,4.625,True,25.0,5.0,1.0810810810810811
39,8,4,2077-01-07,Quinta-feira,4.625,True,0.0,0.0,0.0
39,8,4,2077-01-08,Sexta-feira,0.0,False,20.0,0.0,
39,8,4,2077-01-09,Sábado,4.625,True,0.0,0.0,0.0
39,8,4,2077-01-10,Domingo,0.0,False,22.0,0.0,
39,8,4,2077-01-11,Segunda-feira,4.625,True,18.0,3.0,0.6486486486486487
39,8,4,2077-01-12,Terça-feira,4.625,True,19.0,3.0,0.6486486486486487
39,8,4,2077-01-13,Quarta-feira,4.625,True,25.0,5.0,1.0810810810810811
39,8,4,2077-01-14,Quinta-feira,4.625,True,0.0,0.0,0.0
39,8,4,2077-01-15,Sexta-feira,0.0,False,23.0,0.0,
39,8,4,2077-01-16,Sábado,4.625,True,0.0,0.0,0.0
39,8,4,2077-01-17,Domingo,0.0,False,19.0,0.0,
39,8,4,2077-01-18,Segunda-feira,4.625,True,31.0,6.0,1.2972972972972974
39,8,4,2077-01-19,Terça-feira,4.625,True,25.0,5.0,1.0810810810810811
39,8,4,2077-01-20,Quarta-feira,4.625,True,14.0,2.0,0.43243243243243246
39,8,4,2077-01-21,Quinta-feira,4.625,True,0.0,0.0,0.0
39,8,4,2077-01-22,Sexta-feira,0.0,False,19.0,0.0,
39,8,4,2077-01-23,Sábado,4.625,True,0.0,0.0,0.0
39,8,4,2077-01-24,Domingo,0.0,False,0.0,0.0,
39,8,4,2077-01-25,Segunda-feira,4.625,True,22.0,4.0,0.8648648648648649
39,8,4,2077-01-26,Terça-feira,4.625,True,24.0,5.0,1.0810810810810811
39,8,4,2077-01-27,Quarta-feira,4.625,True,25.0,5.0,1.0810810810810811
39,8,4,2077-01-28,Quinta-feira,4.625,True,0.0,0.0,0.0
39,8,4,2077-01-29,Sexta-feira,0.0,False,21.0,0.0,
39,8,4,2077-01-30,Sábado,4.625,True,0.0,0.0,0.0
39,8,4,2077-01-31,Domingo,0.0,False,19.0,0.0,
58,9,4,2077-01-01,Sexta-feira,3.75,True,29.0,6.0,1.6
58,9,4,2077-01-02,Sábado,3.75,True,0.0,0.0,0.0
58,9,4,2077-01-03,Domingo,0.0,False,0.0,0.0,
58,9,4,2077-01-04,Segunda-feira,0.0,False,26.0,0.0,
58,9,4,2077-01-05,Terça-feira,3.75,True,30.0,6.0,1.6
58,9,4,2077-01-06,Quarta-feira,3.75,True,26.0,5.0,1.3333333333333333
58,9,4,2077-01-07,Quinta-feira,3.75,True,16.0,3.0,0.8
58,9,4,2077-01-08,Sexta-feira,3.75,True,20.0,4.0,1.0666666666666667
58,9,4,2077-01-09,Sábado,3.75,True,0.0,0.0,0.0
58,9,4,2077-01-10,Domingo,0.0,False,0.0,0.0,
58,9,4,2077-01-11,Segunda-feira,0.0,False,24.0,0.0,
58,9,4,2077-01-12,Terça-feira,3.75,True,25.0,5.0,1.3333333333333333
58,9,4,2077-01-13,Quarta-feira,3.75,True,18.0,3.0,0.8
58,9,4,2077-01-14,Quinta-feira,3.75,True,22.0,4.0,1.0666666666666667
58,9,4,2077-01-15,Sexta-feira,3.75,True,9.0,1.0,0.26666666666666666
58,9,4,2077-01-16,Sábado,3.75,True,0.0,0.0,0.0
58,9,4,2077-01-17,Domingo,0.0,False,0.0,0.0,
58,9,4,2077-01-18,Segunda-feira,0.0,False,17.0,0.0,
58,9,4,2077-01-19,Terça-feira,3.75,True,29.0,6.0,1.6
58,9,4,2077-01-20,Quarta-feira,3.75,True,16.0,3.0,0.8
58,9,4,2077-01-21,Quinta-feira,3.75,True,20.0,4.0,1.0666666666666667
58,9,4,2077-01-22,Sexta-feira,3.75,True,23.0,4.0,1.0666666666666667
58,9,4,2077-01-23,Sábado,3.75,True,0.0,0.0,0.0
58,9,4,2077-01-24,Domingo,0.0,False,0.0,0.0,
58,9,4,2077-01-25,Segunda-feira,0.0,False,27.0,0.0,
58,9,4,2077-01-26,Terça-feira,3.75,True,22.0,4.0,1.0666666666666667
58,9,4,2077-01-27,Quarta-feira,3.75,True,18.0,3.0,0.8
58,9,4,2077-01-28,Quinta-feira,3.75,True,24.0,5.0,1.3333333333333333
58,9,4,2077-01-29,Sexta-feira,3.75,True,23.0,4.0,1.0666666666666667
58,9,4,2077-01-30,Sábado,3.75,True,0.0,0.0,0.0
58,9,4,2077-01-31,Domingo,0.0,False,0.0,0.0,
19,10,3,2077-01-01,Sexta-feira,3.5999999999999996,True,20.0,4.0,1.1111111111111112
19,10,3,2077-01-02,Sábado,3.5999999999999996,True,22.0,4.0,1.1111111111111112
19,10,3,2077-01-03,Domingo,3.5999999999999996,True,0.0,0.0,0.0
19,10,3,2077-01-04,Segunda-feira,0.0,False,0.0,0.0,
19,10,3,2077-01-05,Terça-feira,0.0,False,17.0,0.0,
19,10,3,2077-01-06,Quarta-feira,3.5999999999999996,True,31.0,6.0,1.6666666666666667
19,10,3,2077-01-07,Quinta-feira,3.5999999999999996,True,14.0,2.0,0.5555555555555556
19,10,3,2077-01-08,Sexta-feira,3.5999999999999996,True,21.0,4.0,1.1111111111111112
19,10,3,2077-01-09,Sábado,3.5999999999999996,True,24.0,5.0,1.388888888888889
19,10,3,2077-01-10,Domingo,3.5999999999999996,True,0.0,0.0,0.0
19,10,3,2077-01-11,Segunda-feira,0.0,False,0.0,0.0,
19,10,3,2077-01-12,Terça-feira,0.0,False,21.0,0.0,
19,10,3,2077-01-13,Quarta-feira,3.5999999999999996,True,20.0,4.0,1.1111111111111112
19,10,3,2077-01-14,Quinta-feira,3.5999999999999996,True,20.0,4.0,1.1111111111111112
19,10,3,2077-01-15,Sexta-feira,3.5999999999999996,True,25.0,5.0,1.388888888888889
19,10,3,2077-01-16,Sábado,3.5999999999999996,True,23.0,5.0,1.388888888888889
19,10,3,2077-01-17,Domingo,3.5999999999999996,True,0.0,0.0,0.0
19,10,3,2077-01-18,Segunda-feira,0.0,False,0.0,0.0,
19,10,3,2077-01-19,Terça-feira,0.0,False,23.0,0.0,
19,10,3,2077-01-20,Quarta-feira,3.5999999999999996,True,25.0,5.0,1.388888888888889
19,10,3,2077-01-21,Quinta-feira,3.5999999999999996,True,25.0,5.0,1.388888888888889
19,10,3,2077-01-22,Sexta-feira,3.5999999999999996,True,19.0,3.0,0.8333333333333334
19,10,3,2077-01-23,Sábado,3.5999999999999996,True,20.0,4.0,1.1111111111111112
19,10,3,2077-01-24,Domingo,0.0,False,0.0,0.0,
19,10,3,2077-01-25,Segunda-feira,0.0,False,0.0,0.0,
19,10,3,2077-01-26,Terça-feira,0.0,False,22.0,0.0,
19,10,3,2077-01-27,Quarta-feira,3.5999999999999996,True,22.0,4.0,1.1111111111111112
19,10,3,2077-01-28,Quinta-feira,3.5999999999999996,True,27.0,5.0,1.388888888888889
19,10,3,2077-01-29,Sexta-feira,3.5999999999999996,True,20.0,4.0,1.1111111111111112
19,10,3,2077-01-30,Sábado,3.5999999999999996,True,24.0,5.0,1.388888888888889
19,10,3,2077-01-31,Domingo,3.5999999999999996,True,0.0,0.0,0.0
23,11,5,2077-01-01,Sexta-feira,5.2,True,0.0,0.0,0.0
23,11,5,2077-01-02,Sábado,0.0,False,0.0,0.0,
23,11,5,2077-01-03,Domingo,0.0,False,25.0,0.0,
23,11,5,2077-01-04,Segunda-feira,5.2,True,25.0,5.0,0.9615384615384615
23,11,5,2077-01-05,Terça-feira,5.2,True,27.0,6.0,1.1538461538461537
23,11,5,2077-01-06,Quarta-feira,5.2,True,22.0,4.0,0.7692307692307692
23,11,5,2077-01-07,Quinta-feira,5.2,True,25.0,5.0,0.9615384615384615
23,11,5,2077-01-08,Sexta-feira,5.2,True,0.0,0.0,0.0
23,11,5,2077-01-09,Sábado,0.0,False,0.0,0.0,
23,11,5,2077-01-10,Domingo,0.0,False,21.0,0.0,
23,11,5,2077-01-11,Segunda-feira,5.2,True,22.0,4.0,0.7692307692307692
23,11,5,2077-01-12,Terça-feira,5.2,True,24.0,5.0,0.9615384615384615
23,11,5,2077-01-13,Quarta-feira,5.2,True,19.0,3.0,0.5769230769230769
23,11,5,2077-01-14,Quinta-feira,5.2,True,30.0,6.0,1.1538461538461537
23,11,5,2077-01-15,Sexta-feira,5.2,True,0.0,0.0,0.0
23,11,5,2077-01-16,Sábado,0.0,False,0.0,0.0,
23,11,5,2077-01-17,Domingo,0.0,False,27.0,0.0,
23,11,5,2077-01-18,Segunda-feira,5.2,True,25.0,5.0,0.9615384615384615
23,11,5,2077-01-19,Terça-feira,5.2,True,24.0,5.0,0.9615384615384615
23,11,5,2077-01-20,Quarta-feira,5.2,True,25.0,5.0,0.9615384615384615
23,11,5,2077-01-21,Quinta-feira,5.2,True,22.0,4.0,0.7692307692307692
23,11,5,2077-01-22,Sexta-feira,5.2,True,0.0,0.0,0.0
23,11,5,2077-01-23,Sábado,0.0,False,0.0,0.0,
23,11,5,2077-01-24,Domingo,0.0,False,0.0,0.0,
23,11,5,2077-01-25,Segunda-feira,5.2,True,26.0,5.0,0.9615384615384615
23,11,5,2077-01-26,Terça-feira,5.2,True,21.0,4.0,0.7692307692307692
23,11,5,2077-01-27,Quarta-feira,5.2,True,19.0,3.0,0.5769230769230769
23,11,5,2077-01-28,Quinta-feira,5.2,True,21.0,4.0,0.7692307692307692
23,11,5,2077-01-29,Sexta-feira,5.2,True,0.0,0.0,0.0
23,11,5,2077-01-30,Sábado,0.0,False,0.0,0.0,
23,11,5,2077-01-31,Domingo,0.0,False,19.0,0.0,
11,12,4,2077-01-01,Sexta-feira,4.625,True,0.0,0.0,0.0
11,12,4,2077-01-02,Sábado,0.0,False,23.0,0.0,
11,12,4,2077-01-03,Domingo,4.625,True,20.0,4.0,0.8648648648648649
11,12,4,2077-01-04,Segunda-feira,4.625,True,20.0,4.0,0.8648648648648649
11,12,4,2077-01-05,Terça-feira,4.625,True,0.0,0.0,0.0
11,12,4,2077-01-06,Quarta-feira,0.0,False,16.0,0.0,
11,12,4,2077-01-07,Quinta-feira,4.625,True,16.0,3.0,0.6486486486486487
11,12,4,2077-01-08,Sexta-feira,4.625,True,0.0,0.0,0.0
