,lider,Agent_ID,nivel,Date,dias_semana,meta,trabalha
326,23,11,5,2077-01-17,Domingo,0.0,False
327,23,11,5,2077-01-18,Segunda-feira,5.2,True
328,23,11,5,2077-01-19,Terça-feira,5.2,True
329,23,11,5,2077-01-20,Quarta-feira,5.2,True
330,23,11,5,2077-01-21,Quinta-feira,5.2,True
331,23,11,5,2077-01-22,Sexta-feira,5.2,True
332,23,11,5,2077-01-23,Sábado,0.0,False
333,23,11,5,2077-01-24,Domingo,0.0,False
334,23,11,5,2077-01-25,Segunda-feira,5.2,True
335,23,11,5,2077-01-26,Terça-feira,5.2,True
336,23,11,5,2077-01-27,Quarta-feira,5.2,True
337,23,11,5,2077-01-28,Quinta-feira,5.2,True
338,23,11,5,2077-01-29,Sexta-feira,5.2,True
339,23,11,5,2077-01-30,Sábado,0.0,False
340,23,11,5,2077-01-31,Domingo,0.0,False
341,11,12,4,2077-01-01,Sexta-feira,4.625,True
342,11,12,4,2077-01-02,Sábado,0.0,False
343,11,12,4,2077-01-03,Domingo,4.625,True
344,11,12,4,2077-01-04,Segunda-feira,4.625,True
345,11,12,4,2077-01-05,Terça-feira,4.625,True
346,11,12,4,2077-01-06,Quarta-feira,0.0,False
347,11,12,4,2077-01-07,Quinta-feira,4.625,True
348,11,12,4,2077-01-08,Sexta-feira,4.625,True
349,11,12,4,2077-01-09,Sábado,0.0,False
350,11,12,4,2077-01-10,Domingo,4.625,True
351,11,12,4,2077-01-11,Segunda-feira,4.625,True
352,11,12,4,2077-01-12,Terça-feira,4.625,True
353,11,12,4,2077-01-13,Quarta-feira,0.0,False
354,11,12,4,2077-01-14,Quinta-feira,4.625,True
355,11,12,4,2077-01-15,Sexta-feira,4.625,True
356,11,12,4,2077-01-16,Sábado,0.0,False
357,11,12,4,2077-01-17,Domingo,4.625,True
358,11,12,4,2077-01-18,Segunda-feira,4.625,True
359,11,12,4,2077-01-19,Terça-feira,4.625,True
360,11,12,4,2077-01-20,Quarta-feira,0.0,False
361,11,12,4,2077-01-21,Quinta-feira,4.625,True
362,11,12,4,2077-01-22,Sexta-feira,4.625,True
363,11,12,4,2077-01-23,Sábado,0.0,False
364,11,12,4,2077-01-24,Domingo,0.0,False
365,11,12,4,2077-01-25,Segunda-feira,4.625,True
366,11,12,4,2077-01-26,Terça-feira,4.625,True
367,11,12,4,2077-01-27,Quarta-feira,0.0,False
368,11,12,4,2077-01-28,Quinta-feira,4.625,True
369,11,12,4,2077-01-29,Sexta-feira,4.625,True
370,11,12,4,2077-01-30,Sábado,0.0,False
371,11,12,4,2077-01-31,Domingo,4.625,True
372,11,13,2,2077-01-01,Sexta-feira,4.07,True
373,11,13,2,2077-01-02,Sábado,0.0,False
374,11,13,2,2077-01-03,Domingo,4.07,True
375,11,13,2,2077-01-04,Segunda-feira,4.07,True
376,11,13,2,2077-01-05,Terça-feira,4.07,True
377,11,13,2,2077-01-06,Quarta-feira,0.0,False
378,11,13,2,2077-01-07,Quinta-feira,4.07,True
379,11,13,2,2077-01-08,Sexta-feira,4.07,True
380,11,13,2,2077-01-09,Sábado,0.0,False
381,11,13,2,2077-01-10,Domingo,4.07,True
382,11,13,2,2077-01-11,Segunda-feira,4.07,True
383,11,13,2,2077-01-12,Terça-feira,4.07,True
384,11,13,2,2077-01-13,Quarta-feira,0.0,False
385,11,13,2,2077-01-14,Quinta-feira,4.07,True
386,11,13,2,2077-01-15,Sexta-feira,4.07,True
387,11,13,2,2077-01-16,Sábado,0.0,False
388,11,13,2,2077-01-17,Domingo,4.07,True
389,11,13,2,2077-01-18,Segunda-feira,4.07,True
390,11,13,2,2077-01-19,Terça-feira,4.07,True
391,11,13,2,2077-01-20,Quarta-feira,0.0,False
392,11,13,2,2077-01-21,Quinta-feira,4.07,True
393,11,13,2,2077-01-22,Sexta-feira,4.07,True
394,11,13,2,2077-01-23,Sábado,0.0,False
395,11,13,2,2077-01-24,Domingo,0.0,False
396,11,13,2,2077-01-25,Segunda-feira,4.07,True
397,11,13,2,2077-01-26,Terça-feira,4.07,True
398,11,13,2,2077-01-27,Quarta-feira,0.0,False
399,11,13,2,2077-01-28,Quinta-feira,4.07,True
400,11,13,2,2077-01-29,Sexta-feira,4.07,True
401,11,13,2,2077-01-30,Sábado,0.0,False
402,11,13,2,2077-01-31,Domingo,4.07,True
403,24,14,2,2077-01-01,Sexta-feira,4.4,True
404,24,14,2,2077-01-02,Sábado,4.4,True
405,24,14,2,2077-01-03,Domingo,0.0,False
406,24,14,2,2077-01-04,Segunda-feira,4.4,True
407,24,14,2,2077-01-05,Terça-feira,4.4,True
408,24,14,2,2077-01-06,Quarta-feira,4.4,True
409,24,14,2,2077-01-07,Quinta-feira,0.0,False
410,24,14,2,2077-01-08,Sexta-feira,4.4,True
411,24,14,2,2077-01-09,Sábado,4.4,True
412,24,14,2,2077-01-10,Domingo,0.0,False
413,24,14,2,2077-01-11,Segunda-feira,4.4,True
414,24,14,2,2077-01-12,Terça-feira,4.4,True
415,24,14,2,2077-01-13,Quarta-feira,4.4,True
416,24,14,2,2077-01-14,Quinta-feira,0.0,False
417,24,14,2,2077-01-15,Sexta-feira,4.4,True
418,24,14,2,2077-01-16,Sábado,4.4,True
419,24,14,2,2077-01-17,Domingo,0.0,False
420,24,14,2,2077-01-18,Segunda-feira,4.4,True
421,24,14,2,2077-01-19,Terça-feira,4.4,True
422,24,14,2,2077-01-20,Quarta-feira,4.4,True
423,24,14,2,2077-01-21,Quinta-feira,0.0,False
424,24,14,2,2077-01-22,Sexta-feira,4.4,True
425,24,14,2,2077-01-23,Sábado,4.4,True
426,24,14,2,2077-01-24,Domingo,0.0,False
427,24,14,2,2077-01-25,Segunda-feira,4.4,True
428,24,14,2,2077-01-26,Terça-feira,4.4,True
429,24,14,2,2077-01-27,Quarta-feira,4.4,True
430,24,14,2,2077-01-28,Quinta-feira,0.0,False
431,24,14,2,2077-01-29,Sexta-feira,4.4,True
432,24,14,2,2077-01-30,Sábado,4.4,True
433,24,14,2,2077-01-31,Domingo,0.0,False
434,53,15,1,2077-01-01,Sexta-feira,0.0,False
435,53,15,1,2077-01-02,Sábado,0.0,False
436,53,15,1,2077-01-03,Domingo,3.0,True
437,53,15,1,2077-01-04,Segunda-feira,3.0,True
438,53,15,1,2077-01-05,Terça-feira,3.0,True
439,53,15,1,2077-01-06,Quarta-feira,3.0,True
440,53,15,1,2077-01-07,Quinta-feira,3.0,True
441,53,15,1,2077-01-08,Sexta-feira,0.0,False
442,53,15,1,2077-01-09,Sábado,0.0,False
443,53,15,1,2077-01-10,Domingo,3.0,True
444,53,15,1,2077-01-11,Segunda-feira,3.0,True
445,53,15,1,2077-01-12,Terça-feira,3.0,True
446,53,15,1,2077-01-13,Quarta-feira,3.0,True
447,53,15,1,2077-01-14,Quinta-feira,3.0,True
448,53,15,1,2077-01-15,Sexta-feira,0.0,False
449,53,15,1,2077-01-16,Sábado,0.0,False
450,53,15,1,2077-01-17,Domingo,3.0,True
451,53,15,1,2077-01-18,Segunda-feira,3.0,True
452,53,15,1,2077-01-19,Terça-feira,3.0,True
453,53,15,1,2077-01-20,Quarta-feira,3.0,True
454,53,15,1,2077-01-21,Quinta-feira,3.0,True
455,53,15,1,2077-01-22,Sexta-feira,0.0,False
456,53,15,1,2077-01-23,Sábado,0.0,False
457,53,15,1,2077-01-24,Domingo,0.0,False
458,53,15,1,2077-01-25,Segunda-feira,3.0,True
459,53,15,1,2077-01-26,Terça-feira,3.0,True
460,53,15,1,2077-01-27,Quarta-feira,3.0,True
461,53,15,1,2077-01-28,Quinta-feira,3.0,True
462,53,15,1,2077-01-29,Sexta-feira,0.0,False
463,53,15,1,2077-01-30,Sábado,0.0,False
464,53,15,1,2077-01-31,Domingo,3.0,True
465,36,16,5,2077-01-01,Sexta-feira,0.0,False
466,36,16,5,2077-01-02,Sábado,5.2,True
467,36,16,5,2077-01-03,Domingo,5.2,True
468,36,16,5,2077-01-04,Segunda-feira,5.2,True
469,36,16,5,2077-01-05,Terça-feira,5.2,True
470,36,16,5,2077-01-06,Quarta-feira,5.2,True
471,36,16,5,2077-01-07,Quinta-feira,0.0,False
472,36,16,5,2077-01-08,Sexta-feira,0.0,False
473,36,16,5,2077-01-09,Sábado,5.2,True
474,36,16,5,2077-01-10,Domingo,5.2,True
475,36,16,5,2077-01-11,Segunda-feira,5.2,True
476,36,16,5,2077-01-12,Terça-feira,5.2,True
477,36,16,5,2077-01-13,Quarta-feira,5.2,True
478,36,16,5,2077-01-14,Quinta-feira,0.0,False
479,36,16,5,2077-01-15,Sexta-feira,0.0,False
480,36,16,5,2077-01-16,Sábado,5.2,True
481,36,16,5,2077-01-17,Domingo,5.2,True
482,36,16,5,2077-01-18,Segunda-feira,5.2,True
483,36,16,5,2077-01-19,Terça-feira,5.2,True
484,36,16,5,2077-01-20,Quarta-feira,5.2,True
485,36,16,5,2077-01-21,Quinta-feira,0.0,False
486,36,16,5,2077-01-22,Sexta-feira,0.0,False
