,Agent_ID,Date,sale_id
63,1,2077-01-15,03afdbd66e7929b125f8597834fa83a4
68,1,2077-01-17,a3f390d88e4c41f2747bfa2f1b5f87db
69,1,2077-01-17,14bfa6bb14875e45bba028a21ed38046
70,1,2077-01-17,7cbbc409ec990f19c78c75bd1e06f215
71,1,2077-01-18,e2c420d928d4bf8ce0ff2ec19b371514
72,1,2077-01-18,32bb90e8976aab5298d5da10fe66f21d
73,1,2077-01-18,d2ddea18f00665ce8623e36bd4e3c7c5
74,1,2077-01-18,ad61ab143223efbc24c7d2583be69251
75,1,2077-01-18,d09bf41544a3365a46c9077ebb5e35c3
79,1,2077-01-20,d1fe173d08e959397adf34b1d77e88d7
80,1,2077-01-20,f033ab37c30201f73f142449d037028d
81,1,2077-01-20,43ec517d68b6edd3015b3edc9a11367b
82,1,2077-01-21,9778d5d219c5080b9a6a17bef029331c
83,1,2077-01-21,fe9fc289c3ff0af142b6d3bead98a923
84,1,2077-01-21,68d30a9594728bc39aa24be94b319d21
85,1,2077-01-21,3ef815416f775098fe977004015c6193
86,1,2077-01-21,93db85ed909c13838ff95ccfa94cebd9
87,1,2077-01-21,c7e1249ffc03eb9ded908c236bd1996d
88,1,2077-01-22,2a38a4a9316c49e5a833517c45d31070
89,1,2077-01-22,7647966b7343c29048673252e490f736
90,1,2077-01-22,8613985ec49eb8f757ae6439e879bb2a
91,1,2077-01-22,54229abfcfa5649e7003b83dd4755294
99,1,2077-01-25,ac627ab1ccbdb62ec96e702f07f6425b
100,1,2077-01-25,f899139df5e1059396431415e770c6dd
101,1,2077-01-25,38b3eff8baf56627478ec76a704e9b52
102,1,2077-01-25,ec8956637a99787bd197eacd77acce5e
107,1,2077-01-27,a97da629b098b75c294dffdc3e463904
108,1,2077-01-27,a3c65c2974270fd093ee8a9bf8ae7d0b
109,1,2077-01-27,2723d092b63885e0d7c260cc007e8b9d
110,1,2077-01-28,5f93f983524def3dca464469d2cf9f3e
111,1,2077-01-28,698d51a19d8a121ce581499d7b701668
112,1,2077-01-28,7f6ffaa6bb0b408017b62254211691b5
113,1,2077-01-28,73278a4a86960eeb576a8fd4c9ec6997
114,1,2077-01-28,5fd0b37cd7dbbb00f97ba6ce92bf5add
115,1,2077-01-29,2b44928ae11fb9384c4cf38708677c48
116,1,2077-01-29,c45147dee729311ef5b5c3003946c48f
117,1,2077-01-29,eb160de1de89d9058fcb0b968dbbbd68
118,1,2077-01-29,5ef059938ba799aaa845e1c2e8a762bd
123,1,2077-01-31,202cb962ac59075b964b07152d234b70
124,1,2077-01-31,c8ffe9a587b126f152ed3d89a146b445
125,1,2077-01-31,3def184ad8f4755ff269862ea77393dd
126,1,2077-01-31,069059b7ef840f0c74a814ec9237b6ec
127,2,2077-01-01,ec5decca5ed3d6b8079e2e7e7bacc9f2
128,2,2077-01-01,76dc611d6ebaafc66cc0879c71b5db5c
129,2,2077-01-01,d1f491a404d6854880943e5c3cd9ca25
130,2,2077-01-01,9b8619251a19057cff70779273e95aa6
131,2,2077-01-01,1afa34a7f984eeabdbb0a7d494132ee5
132,2,2077-01-01,65ded5353c5ee48d0b7d48c591b8f430
133,2,2077-01-02,9fc3d7152ba9336a670e36d0ed79bc43
134,2,2077-01-02,02522a2b2726fb0a03bb19f2d8d9524d
135,2,2077-01-02,7f1de29e6da19d22b51c68001e7e0e54
136,2,2077-01-02,42a0e188f5033bc65bf8d78622277c4e
137,2,2077-01-03,3988c7f88ebcb58c6ce932b957b6f332
138,2,2077-01-03,013d407166ec4fa56eb1e1f8cbe183b9
139,2,2077-01-03,e00da03b685a0dd18fb6a08af0923de0
140,2,2077-01-04,1385974ed5904a438616ff7bdb3f7439
141,2,2077-01-04,0f28b5d49b3020afeecd95b4009adf4c
142,2,2077-01-04,a8baa56554f96369ab93e4f3bb068c22
143,2,2077-01-04,903ce9225fca3e988c2af215d4e544d3
144,2,2077-01-04,0a09c8844ba8f0936c20bd791130d6b6
145,2,2077-01-05,2b24d495052a8ce66358eb576b8912c8
146,2,2077-01-05,a5e00132373a7031000fd987a3c9f87b
147,2,2077-01-05,8d5e957f297893487bd98fa830fa6413
154,2,2077-01-08,1d7f7abc18fcb43975065399b0d1e48e
155,2,2077-01-08,2a79ea27c279e471f4d180b08d62b00a
156,2,2077-01-08,1c9ac0159c94d8d0cbedc973445af2da
157,2,2077-01-09,6c4b761a28b734fe93831e3fb400ce87
158,2,2077-01-09,06409663226af2f3114485aa4e0a23b4
159,2,2077-01-09,140f6969d5213fd0ece03148e62e461e
160,2,2077-01-09,b73ce398c39f506af761d2277d853a92
161,2,2077-01-10,bd4c9ab730f5513206b999ec0d90d1fb
162,2,2077-01-10,82aa4b0af34c2313a562076992e50aa3
163,2,2077-01-10,0777d5c17d4066b82ab86dff8a46af6f
164,2,2077-01-10,fa7cdfad1a5aaf8370ebeda47a1ff1c3
165,2,2077-01-10,9766527f2b5d3e95d4a733fcfb77bd7e
166,2,2077-01-11,7e7757b1e12abcb736ab9a754ffb617a
167,2,2077-01-11,5878a7ab84fb43402106c575658472fa
168,2,2077-01-11,006f52e9102a8d3be2fe5614f42ba989
169,2,2077-01-11,3636638817772e42b59d74cff571fbb3
170,2,2077-01-12,149e9677a5989fd342ae44213df68868
171,2,2077-01-12,a4a042cf4fd6bfb47701cbc8a1653ada
172,2,2077-01-12,1ff8a7b5dc7a7d1f0ed65aaa29c04b1e
173,2,2077-01-12,f7e6c85504ce6e82442c770f7c8606f0
181,2,2077-01-15,fc221309746013ac554571fbd180e1c8
182,2,2077-01-15,4c5bde74a8f110656874902f07378009
183,2,2077-01-15,cedebb6e872f539bef8c3f919874e9d7
184,2,2077-01-16,6cdd60ea0045eb7a6ec44c54d29ed402
185,2,2077-01-16,eecca5b6365d9607ee5a9d336962c534
186,2,2077-01-16,9872ed9fc22fc182d371c3e9ed316094
187,2,2077-01-16,31fefc0e570cb3860f2a6d4b38c6490d
188,2,2077-01-17,9dcb88e0137649590b755372b040afad
189,2,2077-01-17,a2557a7b2e94197ff767970b67041697
190,2,2077-01-17,cfecdb276f634854f3ef915e2e980c31
191,2,2077-01-17,0aa1883c6411f7873cb83dacb17b0afc
192,2,2077-01-17,58a2fc6ed39fd083f55d4182bf88826d
193,2,2077-01-18,bd686fd640be98efaae0091fa301e613
194,2,2077-01-18,a597e50502f5ff68e3e25b9114205d4a
195,2,2077-01-18,0336dcbab05b9d5ad24f4333c7658a0e
196,2,2077-01-18,084b6fbb10729ed4da8c3d3f5a3ae7c9
197,2,2077-01-18,85d8ce590ad8981ca2c8286f79f59954
198,2,2077-01-19,0e65972dce68dad4d52d063967f0a705
199,2,2077-01-19,84d9ee44e457ddef7f2c4f25dc8fa865
209,2,2077-01-22,b1d10e7bafa4421218a51b1e1f1b0ba2
210,2,2077-01-22,6f3ef77ac0e3619e98159e9b6febf557
211,2,2077-01-22,eb163727917cbba1eea208541a643e74
212,2,2077-01-22,1534b76d325a8f591b52d302e7181331
213,2,2077-01-23,979d472a84804b9f647bc185a877a8b5
214,2,2077-01-23,ca46c1b9512a7a8315fa3c5a946e8265
215,2,2077-01-23,3b8a614226a953a8cd9526fca6fe9ba5
216,2,2077-01-23,45fbc6d3e05ebd93369ce542e8f2322d
217,2,2077-01-23,63dc7ed1010d3c3b8269faf0ba7491d4
223,2,2077-01-25,115f89503138416a242f40fb7d7f338e
224,2,2077-01-25,13fe9d84310e77f13a6d184dbf1232f3
225,2,2077-01-25,d1c38a09acc34845c6be3a127a5aacaf
226,2,2077-01-25,9cfdf10e8fc047a44b08ed031e1f0ed1
227,2,2077-01-25,705f2172834666788607efbfca35afb3
228,2,2077-01-26,74db120f0a8e5646ef5a30154e9f6deb
229,2,2077-01-26,57aeee35c98205091e18d1140e9f38cf
230,2,2077-01-26,6da9003b743b65f4c0ccd295cc484e57
240,2,2077-01-29,335f5352088d7d9bf74191e006d8e24c
241,2,2077-01-29,f340f1b1f65b6df5b5e3f94d95b11daf
242,2,2077-01-29,e4a6222cdb5b34375400904f03d8e6a5
243,2,2077-01-29,cb70ab375662576bd1ac5aaf16b3fca4
244,2,2077-01-29,9188905e74c28e489b44e954ec0b9bca
245,2,2077-01-30,0266e33d3f546cb5436a10798e657d97
246,2,2077-01-30,38db3aed920cf82ab059bfccbd02be6a
247,2,2077-01-30,3cec07e9ba5f5bb252d13f5f431e4bbb
248,2,2077-01-30,621bf66ddb7c962aa0d22ac97d69b793
249,2,2077-01-31,077e29b11be80ab57e1a2ecabb7da330
250,2,2077-01-31,6c9882bbac1c7093bd25041881277658
251,2,2077-01-31,19f3cd308f1455b3fa09a282e0d496f4
252,2,2077-01-31,03c6b06952c750899bb03d998e631860
259,3,2077-01-03,cfa0860e83a4c3a763a7e62d825349f7
260,3,2077-01-03,a4f23670e1833f3fdb077ca70bbd5d66
261,3,2077-01-03,b1a59b315fc9a3002ce38bbe070ec3f5
262,3,2077-01-03,36660e59856b4de58a219bcf4e27eba3
263,3,2077-01-03,8c19f571e251e61cb8dd3612f26d5ecf
264,3,2077-01-04,d6baf65e0b240ce177cf70da146c8dc8
265,3,2077-01-04,e56954b4f6347e897f954495eab16a88
266,3,2077-01-04,f7664060cc52bc6f3d620bcedc94a4b6
267,3,2077-01-04,eda80a3d5b344bc40f3bc04f65b7a357
268,3,2077-01-04,8f121ce07d74717e0b1f21d122e04521
269,3,2077-01-04,06138bc5af6023646ede0e1f7c1eac75
270,3,2077-01-05,39059724f73a9969845dfe4146c5660e
271,3,2077-01-05,7f100b7b36092fb9b06dfb4fac360931
272,3,2077-01-05,7a614fd06c325499f1680b9896beedeb
273,3,2077-01-05,4734ba6f3de83d861c3176a6273cac6d
274,3,2077-01-06,d947bf06a885db0d477d707121934ff8
275,3,2077-01-06,63923f49e5241343aa7acb6a06a751e7
276,3,2077-01-06,db8e1af0cb3aca1ae2d0018624204529
277,3,2077-01-06,20f07591c6fcb220ffe637cda29bb3f6
278,3,2077-01-06,07cdfd23373b17c6b337251c22b7ea57
279,3,2077-01-07,d395771085aab05244a4fb8fd91bf4ee
280,3,2077-01-07,92c8c96e4c37100777c7190b76d28233
281,3,2077-01-07,e3796ae838835da0b6f6ea37bcf8bcb7
282,3,2077-01-07,6a9aeddfc689c1d0e3b9ccc3ab651bc5
283,3,2077-01-07,0f49c89d1e7298bb9930789c8ed59d48
293,3,2077-01-10,53c3bce66e43be4f209556518c2fcb54
294,3,2077-01-10,6883966fd8f918a4aa29be29d2c386fb
295,3,2077-01-10,49182f81e6a13cf5eaa496d51fea6406
296,3,2077-01-10,d296c101daa88a51f6ca8cfc1ac79b50
297,3,2077-01-10,9fd81843ad7f202f26c1a174c7357585
298,3,2077-01-10,26e359e83860db1d11b6acca57d8ea88
299,3,2077-01-11,ef0d3930a7b6c95bd2b32ed45989c61f
300,3,2077-01-11,94f6d7e04a4d452035300f18b984988c
301,3,2077-01-11,34ed066df378efacc9b924ec161e7639
302,3,2077-01-11,577bcc914f9e55d5e4e4f82f9f00e7d4
303,3,2077-01-12,11b9842e0a271ff252c1903e7132cd68
304,3,2077-01-12,37bc2f75bf1bcfe8450a1a41c200364c
305,3,2077-01-12,496e05e1aea0a9c4655800e8a7b9ea28
306,3,2077-01-12,b2eb7349035754953b57a32e2841bda5
307,3,2077-01-12,8e98d81f8217304975ccb23337bb5761
308,3,2077-01-12,a8c88a0055f636e4a163a5e3d16adab7
309,3,2077-01-13,eddea82ad2755b24c4e168c5fc2ebd40
310,3,2077-01-13,06eb61b839a0cefee4967c67ccb099dc
311,3,2077-01-14,9dfcd5e558dfa04aaf37f137a1d9d3e5
312,3,2077-01-14,950a4152c2b4aa3ad78bdd6b366cc179
313,3,2077-01-14,158f3069a435b314a80bdcb024f8e422
314,3,2077-01-14,758874998f5bd0c393da094e1967a72b
315,3,2077-01-14,ad13a2a07ca4b7642959dc0c4c740ab6
324,3,2077-01-17,f2fc990265c712c49d51a18a32b39f0c
325,3,2077-01-17,89f0fd5c927d466d6ec9a21b9ac34ffa
326,3,2077-01-17,a666587afda6e89aec274a3657558a27
327,3,2077-01-17,b83aac23b9528732c23cc7352950e880
328,3,2077-01-18,cd00692c3bfe59267d5ecfac5310286c
329,3,2077-01-18,6faa8040da20ef399b63a72d0e4ab575
330,3,2077-01-19,fe73f687e5bc5280214e0486b273a5f9
331,3,2077-01-19,6da37dd3139aa4d9aa55b8d237ec5d4a
332,3,2077-01-19,c042f4db68f23406c6cecf84a7ebb0fe
333,3,2077-01-19,310dcbbf4cce62f762a2aaa148d556bd
334,3,2077-01-20,2f2b265625d76a6704b08093c652fd79
335,3,2077-01-20,f9b902fc3289af4dd08de5d1de54f68f
336,3,2077-01-20,6855456e2fe46a9d49d3d3af4f57443d
337,3,2077-01-20,357a6fdf7642bf815a88822c447d9dc4
338,3,2077-01-20,819f46e52c25763a55cc642422644317
339,3,2077-01-21,04025959b191f8f9de3f924f0940515f
340,3,2077-01-21,40008b9a5380fcacce3976bf7c08af5b
341,3,2077-01-21,3dd48ab31d016ffcbf3314df2b3cb9ce
342,3,2077-01-21,58238e9ae2dd305d79c2ebc8c1883422
343,3,2077-01-21,3ad7c2ebb96fcba7cda0cf54a2e802f5
344,3,2077-01-21,b3967a0e938dc2a6340e258630febd5a
356,3,2077-01-25,6c524f9d5d7027454a783c841250ba71
357,3,2077-01-25,fb7b9ffa5462084c5f4e7e85a093e6d7
358,3,2077-01-25,aa942ab2bfa6ebda4840e7360ce6e7ef
359,3,2077-01-25,c058f544c737782deacefa532d9add4c
360,3,2077-01-25,e7b24b112a44fdd9ee93bdf998c6ca0e
361,3,2077-01-26,52720e003547c70561bf5e03b95aa99f
362,3,2077-01-26,c3e878e27f52e2a57ace4d9a76fd9acf
363,3,2077-01-26,00411460f7c92d2124a67ea0f4cb5f85
364,3,2077-01-26,bac9162b47c56fc8a4d2a519803d51b3
365,3,2077-01-26,9be40cee5b0eee1462c82c6964087ff9
366,3,2077-01-27,5ef698cd9fe650923ea331c15af3b160
367,3,2077-01-27,05049e90fa4f5039a8cadc6acbb4b2cc
368,3,2077-01-27,cf004fdc76fa1a4f25f62e0eb5261ca3
369,3,2077-01-27,0c74b7f78409a4022a2c4c5a5ca3ee19
370,3,2077-01-28,d709f38ef758b5066ef31b18039b8ce5
371,3,2077-01-28,41f1f19176d383480afa65d325c06ed0
372,3,2077-01-28,24b16fede9a67c9251d3e7c7161c83ac
373,3,2077-01-28,ffd52f3c7e12435a724a8f30fddadd9c
374,3,2077-01-28,ad972f10e0800b49d76fed33a21f6698
384,3,2077-01-31,0584ce565c824b7b7f50282d9a19945b
385,3,2077-01-31,dc912a253d1e9ba40e2c597ed2376640
386,3,2077-01-31,39461a19e9eddfb385ea76b26521ea48
387,4,2077-01-01,8efb100a295c0c690931222ff4467bb8
388,4,2077-01-01,d9fc5b73a8d78fad3d6dffe419384e70
389,4,2077-01-01,c86a7ee3d8ef0b551ed58e354a836f2b
390,4,2077-01-01,a01a0380ca3c61428c26a231f0e49a09
391,4,2077-01-02,5a4b25aaed25c2ee1b74de72dc03c14e
392,4,2077-01-02,f73b76ce8949fe29bf2a537cfa420e8f
393,4,2077-01-02,70c639df5e30bdee440e4cdf599fec2b
394,4,2077-01-02,28f0b864598a1291557bed248a998d4e
398,4,2077-01-04,b7b16ecf8ca53723593894116071700c
399,4,2077-01-04,352fe25daf686bdb4edca223c921acea
400,4,2077-01-04,18d8042386b79e2c279fd162df0205c8
401,4,2077-01-04,816b112c6105b3ebd537828a39af4818
406,4,2077-01-06,8cb22bdd0b7ba1ab13d742e22eed8da2
407,4,2077-01-06,f4f6dce2f3a0f9dada0c2b5b66452017
408,4,2077-01-06,0d0fd7c6e093f7b804fa0150b875b868
409,4,2077-01-06,a96b65a721e561e1e3de768ac819ffbb
410,4,2077-01-07,1068c6e4c8051cfd4e9ea8072e3189e2
411,4,2077-01-07,17d63b1625c816c22647a73e1482372b
412,4,2077-01-07,b9228e0962a78b84f3d5d92f4faa000b
413,4,2077-01-07,0deb1c54814305ca9ad266f53bc82511
414,4,2077-01-08,66808e327dc79d135ba18e051673d906
415,4,2077-01-08,42e7aaa88b48137a16a1acd04ed91125
416,4,2077-01-08,8fe0093bb30d6f8c31474bd0764e6ac0
417,4,2077-01-09,41ae36ecb9b3eee609d05b90c14222fb
418,4,2077-01-09,d1f255a373a3cef72e03aa9d980c7eca
419,4,2077-01-09,7eacb532570ff6858afd2723755ff790
420,4,2077-01-09,b6f0479ae87d244975439c6124592772
425,4,2077-01-11,25b2822c2f5a3230abfadd476e8b04c9
426,4,2077-01-11,6ecbdd6ec859d284dc13885a37ce8d81
427,4,2077-01-11,18997733ec258a9fcaf239cc55d53363
432,4,2077-01-13,248e844336797ec98478f85e7626de4a
433,4,2077-01-13,019d385eb67632a7e958e23f24bd07d7
434,4,2077-01-13,a49e9411d64ff53eccfdd09ad10a15b3
435,4,2077-01-13,ddb30680a691d157187ee1cf9e896d03
436,4,2077-01-13,2421fcb1263b9530df88f7f002e78ea5
437,4,2077-01-14,fccb60fb512d13df5083790d64c4d5dd
438,4,2077-01-14,1651cf0d2f737d7adeab84d339dbabd3
439,4,2077-01-14,eed5af6add95a9a6f1252739b1ad8c24
440,4,2077-01-14,a8abb4bb284b5b27aa7cb790dc20f80b
441,4,2077-01-14,15d4e891d784977cacbfcbb00c48f133
442,4,2077-01-14,c203d8a151612acf12457e4d67635a95
443,4,2077-01-15,13f3cf8c531952d72e5847c4183e6910
444,4,2077-01-15,550a141f12de6341fba65b0ad0433500
445,4,2077-01-15,67f7fb873eaf29526a11a9b7ac33bfac
446,4,2077-01-15,1a5b1e4daae265b790965a275b53ae50
447,4,2077-01-16,9a96876e2f8f3dc4f3cf45f02c61c0c1
448,4,2077-01-16,9b70e8fe62e40c570a322f1b0b659098
449,4,2077-01-16,d61e4bbd6393c9111e6526ea173a7c8b
450,4,2077-01-16,f5f8590cd58a54e94377e6ae2eded4d9
455,4,2077-01-18,821fa74b50ba3f7cba1e6c53e8fa6845
456,4,2077-01-18,250cf8b51c773f3f8dc8b4be867a9a02
461,4,2077-01-20,0353ab4cbed5beae847a7ff6e220b5cf
462,4,2077-01-20,51d92be1c60d1db1d2e5e7a07da55b26
463,4,2077-01-20,428fca9bc1921c25c5121f9da7815cde
464,4,2077-01-20,f1b6f2857fb6d44dd73c7041e0aa0f19
465,4,2077-01-21,68ce199ec2c5517597ce0a4d89620f55
466,4,2077-01-21,e836d813fd184325132fca8edcdfb40e
467,4,2077-01-21,ab817c9349cf9c4f6877e1894a1faa00
468,4,2077-01-21,877a9ba7a98f75b90a9d49f53f15a858
469,4,2077-01-21,dc6a6489640ca02b0d42dabeb8e46bb7
470,4,2077-01-21,26337353b7962f533d78c762373b3318
471,4,2077-01-21,8e6b42f1644ecb1327dc03ab345e618b
472,4,2077-01-22,ef575e8837d065a1683c022d2077d342
473,4,2077-01-22,2050e03ca119580f74cca14cc6e97462
474,4,2077-01-22,25ddc0f8c9d3e22e03d3076f98d83cb2
475,4,2077-01-22,5ef0b4eba35ab2d6180b0bca7e46b6f9
476,4,2077-01-23,598b3e71ec378bd83e0a727608b5db01
477,4,2077-01-23,74071a673307ca7459bcf75fbd024e09
478,4,2077-01-23,cfee398643cbc3dc5eefc89334cacdc1
479,4,2077-01-23,d18f655c3fce66ca401d5f38b48c89af
480,4,2077-01-23,6ea2ef7311b482724a9b7b0bc0dd85c6
485,4,2077-01-25,218a0aefd1d1a4be65601cc6ddc1520e
486,4,2077-01-25,7d04bbbe5494ae9d2f5a76aa1c00fa2f
487,4,2077-01-25,a516a87cfcaef229b342c437fe2b95f7
493,4,2077-01-27,2f55707d4193dc27118a0f19a1985716
494,4,2077-01-27,1be3bc32e6564055d5ca3e5a354acbef
495,4,2077-01-27,35051070e572e47d2c26c241ab88307f
496,4,2077-01-27,b534ba68236ba543ae44b22bd110a1d6
497,4,2077-01-27,7380ad8a673226ae47fce7bff88e9c33
498,4,2077-01-28,05f971b5ec196b8c65b75d2ef8267331
499,4,2077-01-28,3cf166c6b73f030b4f67eeaeba301103
500,4,2077-01-28,cee631121c2ec9232f3a2f028ad5c89b
501,4,2077-01-28,5b69b9cb83065d403869739ae7f0995e
502,4,2077-01-28,b5b41fac0361d157d9673ecb926af5ae
503,4,2077-01-29,285e19f20beded7d215102b49d5c09a0
504,4,2077-01-29,b337e84de8752b27eda3a12363109e80
505,4,2077-01-29,e8c0653fea13f91bf3c48159f7c24f78
506,4,2077-01-30,ff4d5fbbafdf976cfdc032e3bde78de5
507,4,2077-01-30,2d6cc4b2d139a53512fb8cbb3086ae2e
508,4,2077-01-30,389bc7bb1e1c2a5e7e147703232a88f6
509,4,2077-01-30,e2230b853516e7b05d79744fbd4c9c13
510,4,2077-01-30,087408522c31eeb1f982bc0eaf81d35f
511,4,2077-01-30,a760880003e7ddedfef56acb3b09697f
520,5,2077-01-02,cf67355a3333e6e143439161adc2d82e
521,5,2077-01-02,07563a3fe3bbe7e3ba84431ad9d055af
522,5,2077-01-02,53fde96fcc4b4ce72d7739202324cd49
523,5,2077-01-02,2bb232c0b13c774965ef8558f0fbd615
524,5,2077-01-02,ba2fd310dcaa8781a9a652a31baf3c68
525,5,2077-01-02,69421f032498c97020180038fddb8e24
526,5,2077-01-03,85422afb467e9456013a2a51d4dff702
527,5,2077-01-03,13f320e7b5ead1024ac95c3b208610db
528,5,2077-01-03,f4be00279ee2e0a53eafdaa94a151e2c
529,5,2077-01-04,37f0e884fbad9667e38940169d0a3c95
530,5,2077-01-04,d64a340bcb633f536d56e51874281454
531,5,2077-01-04,0fcbc61acd0479dc77e3cccc0f5ffca7
532,5,2077-01-04,298f95e1bf9136124592c8d4825a06fc
533,5,2077-01-05,df877f3865752637daa540ea9cbc474f
534,5,2077-01-05,c399862d3b9d6b76c8436e924a68c45b
535,5,2077-01-05,33e8075e9970de0cfea955afd4644bb2
536,5,2077-01-05,65658fde58ab3c2b6e5132a39fae7cb9
537,5,2077-01-06,5ea1649a31336092c05438df996a3e59
538,5,2077-01-06,7bcdf75ad237b8e02e301f4091fb6bc8
539,5,2077-01-06,5737034557ef5b8c02c0e46513b98f90
540,5,2077-01-06,9b72e31dac81715466cd580a448cf823
548,5,2077-01-09,8d34201a5b85900908db6cae92723617
549,5,2077-01-09,ccb1d45fb76f7c5a0bf619f979c6cf36
550,5,2077-01-09,01f78be6f7cad02658508fe4616098a9
551,5,2077-01-10,7f24d240521d99071c93af3917215ef7
552,5,2077-01-10,94c7bb58efc3b337800875b5d382a072
553,5,2077-01-10,f387624df552cea2f369918c5e1e12bc
554,5,2077-01-10,5e388103a391daabe3de1d76a6739ccd
555,5,2077-01-10,15de21c670ae7c3f6f3f1f37029303c9
556,5,2077-01-11,11b921ef080f7736089c757404650e40
557,5,2077-01-11,6e2713a6efee97bacb63e52c54f0ada0
558,5,2077-01-11,1bb91f73e9d31ea2830a5e73ce3ed328
559,5,2077-01-12,3a0772443a0739141292a5429b952fe6
560,5,2077-01-12,a9a6653e48976138166de32772b1bf40
561,5,2077-01-12,58ae749f25eded36f486bc85feb3f0ab
562,5,2077-01-12,4e4b5fbbbb602b6d35bea8460aa8f8e5
563,5,2077-01-12,8eefcfdf5990e441f0fb6f3fad709e21
564,5,2077-01-12,1728efbda81692282ba642aafd57be3a
565,5,2077-01-13,cbcb58ac2e496207586df2854b17995f
566,5,2077-01-13,db85e2590b6109813dafa101ceb2faeb
567,5,2077-01-13,99c5e07b4d5de9d18c350cdf64c5aa3d
577,5,2077-01-16,fde9264cf376fffe2ee4ddf4a988880d
578,5,2077-01-16,a8849b052492b5106526b2331e526138
579,5,2077-01-16,258be18e31c8188555c2ff05b4d542c3
580,5,2077-01-17,069d3bb002acd8d7dd095917f9efe4cb
581,5,2077-01-17,c6e19e830859f2cb9f7c8f8cacb8d2a6
582,5,2077-01-17,46922a0880a8f11f8f69cbb52b1396be
583,5,2077-01-17,9ad6aaed513b73148b7d49f70afcfb32
584,5,2077-01-18,f5deaeeae1538fb6c45901d524ee2f98
585,5,2077-01-18,a9a1d5317a33ae8cef33961c34144f84
586,5,2077-01-18,605ff764c617d3cd28dbbdd72be8f9a2
587,5,2077-01-18,766ebcd59621e305170616ba3d3dac32
588,5,2077-01-18,daca41214b39c5dc66674d09081940f0
589,5,2077-01-18,30bb3825e8f631cc6075c0f87bb4978c
590,5,2077-01-19,08b255a5d42b89b0585260b6f2360bdd
591,5,2077-01-19,3493894fa4ea036cfc6433c3e2ee63b0
592,5,2077-01-19,dbe272bab69f8e13f14b405e038deb64
593,5,2077-01-20,acc3e0404646c57502b480dc052c4fe1
